pmid	full_title	journal	pub_count	date	tweet_title	status_hash	posted	score
					The global spread of hepatitis C virus 1a and 1b: a phylodynamic and phylogeographic analysis.	theglobalspreadofhepatitiscvirus1aand1baphylodynamicandphylogeographicanalysis	True	0
					Coelomata and not Ecdysozoa: evidence from genome-wide phylogenetic analysis.	coelomataandnotecdysozoaevidencefromgenomewidephylogeneticanalysis	True	0
					Calculating the evolutionary rates of different genes: a fast, accurate estimator with applications to maximum lik	calculatingtheevolutionaryratesofdifferentgenesafastaccurateestimatorwithapplicationstomaximumlik	True	0
					The bacterial replicative helicase DnaB evolved from a RecA duplication.	thebacterialreplicativehelicasednabevolvedfromarecaduplication	True	0
					Whole-genome analysis of Alu repeat elements reveals complex evolutionary history.	wholegenomeanalysisofalurepeatelementsrevealscomplexevolutionaryhistory	True	0
					The genetic core of the universal ancestor.	thegeneticcoreoftheuniversalancestor	True	0
					Conditioned genome reconstruction: how to avoid choosing the conditioning genome.	conditionedgenomereconstructionhowtoavoidchoosingtheconditioninggenome	True	0
					Prediction of the archaeal exosome and its connections with the proteasome and the translation and transcription m	predictionofthearchaealexosomeanditsconnectionswiththeproteasomeandthetranslationandtranscriptionm	True	0
					"Novel families of putative protein kinases in bacteria and archaea: evolution of the ""eukaryotic"" protein kinase s"	novelfamiliesofputativeproteinkinasesinbacteriaandarchaeaevolutionoftheeukaryoticproteinkinases	True	0
					Origins and evolution of eukaryotic RNA interference.	originsandevolutionofeukaryoticrnainterference	True	0
					Computational analysis of conserved RNA secondary structure in transcriptomes and genomes.	computationalanalysisofconservedrnasecondarystructureintranscriptomesandgenomes	True	0
					Understanding the adaptation of Halobacterium species NRC-1 to its extreme environment through computational analy	understandingtheadaptationofhalobacteriumspeciesnrc1toitsextremeenvironmentthroughcomputationalanaly	True	0
					The complex origins of domesticated crops in the Fertile Crescent.	thecomplexoriginsofdomesticatedcropsinthefertilecrescent	True	0
					Comparative genomic structure of prokaryotes.	comparativegenomicstructureofprokaryotes	True	0
					Lack of correlation between Lewis antigen expression by Helicobacter pylori and gastric epithelial cells in infect	lackofcorrelationbetweenlewisantigenexpressionbyhelicobacterpyloriandgastricepithelialcellsininfect	True	0
					Functionalized gold nanoparticle-enhanced competitive assay for sensitive small-molecule metabolite detection usin	functionalizedgoldnanoparticleenhancedcompetitiveassayforsensitivesmallmoleculemetabolitedetectionusin	True	0
					Gut feelings: enteropathogenic E. coli (EPEC) interactions with the host.	gutfeelingsenteropathogenicecoliepecinteractionswiththehost	True	0
					Survival after high blood alcohol levels. Association with first-order elimination kinetics.	survivalafterhighbloodalcohollevelsassociationwithfirstordereliminationkinetics	True	0
					Copper ions and coordination complexes as novel carbapenem adjuvants.	copperionsandcoordinationcomplexesasnovelcarbapenemadjuvants	True	0
					Limited impact of adolescent meningococcal ACWY vaccination on group W carriage in university students.	limitedimpactofadolescentmeningococcalacwyvaccinationongroupwcarriageinuniversitystudents	True	0
					What is resistance? Impact of phenotypic versus molecular drug resistance testing on multi- and extensively drug-r	whatisresistanceimpactofphenotypicversusmoleculardrugresistancetestingonmultiandextensivelydrugr	True	0
					Genome Comparison of Erythromycin Resistant &lt;i&gt;Campylobacter&lt;/i&gt; from Turkeys Identifies Hosts and Pathways for Ho	genomecomparisonoferythromycinresistantltigtcylobacterltigtfromturkeysidentifieshostsandpathwaysforho	True	0
					Quasi-metagenomics and realtime sequencing aided detection and subtyping of &lt;i&gt;Salmonella enterica&lt;/i&gt; from food s	quasimetagenomicsandrealtimesequencingaideddetectionandsubtypingofltigtsalmonellaentericaltigtfromfoods	True	0
					Rapid and reliable protein structure determination via chemical shift threading.	rapidandreliableproteinstructuredeterminationviachemicalshiftthreading	True	0
					RecoverY: K-mer based read classification for Y-chromosome specific sequencing and assembly.	recoverykmerbasedreadclassificationforychromosomespecificsequencingandassembly	True	0
					A RESTful application programming interface for the PubMLST molecular typing and genome databases.	arestfulapplicationprogramminginterfaceforthepubmlstmoleculartypingandgenomedatabases	True	0
					Evaluation of whole genome sequencing for Mycobacterial species identification and drug susceptibility testing in 	evaluationofwholegenomesequencingformycobacterialspeciesidentificationanddrugsusceptibilitytestingin	True	0
					Author Correction: Recovery of nearly 8,000 metagenome-assembled genomes substantially expands the tree of life.	authorcorrectionrecoveryofnearly8000metagenomeassembledgenomessubstantiallyexpandsthetreeoflife	True	0
					The rumen microbiome as a reservoir of antimicrobial resistance and pathogenicity genes is directly affected by di	therumenmicrobiomeasareservoirofantimicrobialresistanceandpathogenicitygenesisdirectlyaffectedbydi	True	0
					Shiga Toxin-Producing &lt;i&gt;Escherichia coli&lt;/i&gt; O157 Shedding Dynamics in an Australian Beef Herd.	shigatoxinproducingltigtescherichiacoliltigto157sheddingdynamicsinanaustralianbeefherd	True	0
					Search for Heavy Higgs Bosons A/H Decaying to a Top Quark Pair in pp Collisions at sqrt[s]=8TeV with the ATLAS Det	searchforheavyhiggsbosonsahdecayingtoatopquarkpairinppcollisionsatsqrts8tevwiththeatlasdet	True	0
					Central nervous system transcriptome of Biomphalaria alexandrina, an intermediate host for schistosomiasis.	centralnervoussystemtranscriptomeofbiomphalariaalexandrinaanintermediatehostforschistosomiasis	True	0
					3D printed phantoms mimicking cortical bone for the assessment of ultrashort echo time magnetic resonance imaging.	3dprintedphantomsmimickingcorticalbonefortheassessmentofultrashortechotimemagneticresonanceimaging	True	0
					Rokubacteria: Genomic Giants among the Uncultured Bacterial Phyla.	rokubacteriagenomicgiantsamongtheunculturedbacterialphyla	True	0
					Search for Dark Matter Produced in Association with a Higgs Boson Decaying to bb[over ] Using 36fb^{-1} of pp Coll	searchfordarkmatterproducedinassociationwithahiggsbosondecayingtobboverusing36fb1ofppcoll	True	0
					Machine Learning for Classifying Tuberculosis Drug-Resistance from DNA Sequencing Data.	machinelearningforclassifyingtuberculosisdrugresistancefromdnasequencingdata	True	0
					Bayesian molecular dating: opening up the black box.	bayesianmoleculardatingopeninguptheblackbox	True	0
					Improving regulation of microbiota transplants.	improvingregulationofmicrobiotatransplants	True	0
					Zoonotic transfer of &lt;i&gt;Clostridium difficile&lt;/i&gt; harboring antimicrobial resistance between farm animals and huma	zoonotictransferofltigtclostridiumdifficileltigtharboringantimicrobialresistancebetweenfarmanimalsandhuma	True	0
					Bayesian Inference of Species Networks from Multilocus Sequence Data.	bayesianinferenceofspeciesnetworksfrommultilocussequencedata	True	0
					A non-hemolytic Group B Streptococcus strain exhibits hypervirulence.	anonhemolyticgroupbstreptococcusstrainexhibitshypervirulence	True	0
					Whole-genome sequencing reveals transmission of gonococcal antibiotic resistance among men who have sex with men: 	wholegenomesequencingrevealstransmissionofgonococcalantibioticresistanceamongmenwhohavesexwithmen	True	0
					Interactions of &lt;i&gt;Salmonella enterica&lt;/i&gt; sv. Typhimurium and &lt;i&gt;Pectobacterium carotovorum&lt;/i&gt; within a Tomato S	interactionsofltigtsalmonellaentericaltigtsvtyphimuriumandltigtpectobacteriumcarotovorumltigtwithinatomatos	True	0
					An outbreak of Shiga toxin-producing Escherichia coli O157:H7 associated with contaminated salad leaves: epidemiol	anoutbreakofshigatoxinproducingescherichiacolio157h7associatedwithcontaminatedsaladleavesepidemiol	True	0
					Whole genome analysis of cephalosporin-resistant Escherichia coli from bloodstream infections in Australia, New Ze	wholegenomeanalysisofcephalosporinresistantescherichiacolifrombloodstreaminfectionsinaustralianewze	True	0
					A scheme for a flexible classification of dietary and health biomarkers.	aschemeforaflexibleclassificationofdietaryandhealthbiomarkers	True	0
					Phyletic distribution and lineage-specific domain architectures of archaeal two-component signal transduction syst	phyleticdistributionandlineagespecificdomainarchitecturesofarchaealtwocomponentsignaltransductionsyst	True	0
					Inferring the evolution of the major histocompatibility complex of wild pigs and peccaries using hybridisation DNA	inferringtheevolutionofthemajorhistocompatibilitycomplexofwildpigsandpeccariesusinghybridisationdna	True	0
					Metabolic Profile of Ex Vivo Lung Perfusate Yields Biomarkers for Lung Transplant Outcomes.	metabolicprofileofexvivolungperfusateyieldsbiomarkersforlungtransplantoutcomes	True	0
					Icariin Prevents IL-1&lt;i&gt;&lt;/i&gt;-Induced Apoptosis in Human Nucleus Pulposus via the PI3K/AKT Pathway.	icariinpreventsil1ltigtltigtinducedapoptosisinhumannucleuspulposusviathepi3kaktpathway	True	0
					A simplified multiplex PCR-based typing method for common &lt;i&gt;Salmonella enterica&lt;/i&gt; serovars supported by online 	asimplifiedmultiplexpcrbasedtypingmethodforcommonltigtsalmonellaentericaltigtserovarssupportedbyonline	True	0
					Inhibition of NHEJ repair by type II-A CRISPR-Cas systems in bacteria.	inhibitionofnhejrepairbytypeiiacrisprcassystemsinbacteria	True	0
					Genome-based analysis of &lt;i&gt;Enterococcus faecium&lt;/i&gt; bacteremia associated with recurrent and mixed strain infecti	genomebasedanalysisofltigtenterococcusfaeciumltigtbacteremiaassociatedwithrecurrentandmixedstraininfecti	True	0
					Validation of Whole Genome Sequencing for Identification and Characterisation of Shiga Toxin-Producing &lt;i&gt;Escheric	validationofwholegenomesequencingforidentificationandcharacterisationofshigatoxinproducingltigtescheric	True	0
					Disease evolution in mixed connective tissue disease: results from a long-term nationwide prospective cohort study	diseaseevolutioninmixedconnectivetissuediseaseresultsfromalongtermnationwideprospectivecohortstudy	True	0
					Severe infections emerge from commensal bacteria by adaptive evolution.	severeinfectionsemergefromcommensalbacteriabyadaptiveevolution	True	0
					Bacterial Flagellins: Does Size Matter?	bacterialflagellinsdoessizematter	True	0
					Online Bayesian phylogenetic inference: theoretical foundations via Sequential Monte Carlo.	onlinebayesianphylogeneticinferencetheoreticalfoundationsviasequentialmontecarlo	True	0
					A retrospective pilot study to determine whether the reproductive tract microbiota differs between women with a hi	aretrospectivepilotstudytodeterminewhetherthereproductivetractmicrobiotadiffersbetweenwomenwithahi	True	0
					Bacillus subtilis, the model Gram-positive bacterium: 20years of annotation refinement.	bacillussubtilisthemodelgrampositivebacterium20yearsofannotationrefinement	True	0
					Phylogenetic analysis as a forensic tool in HIV transmission investigations: a literature review.	phylogeneticanalysisasaforensictoolinhivtransmissioninvestigationsaliteraturereview	True	0
					Mycoplasma genitalium: whole genome sequence analysis, recombination and population structure.	mycoplasmagenitaliumwholegenomesequenceanalysisrecombinationandpopulationstructure	True	0
					The impact of HIV-1 within-host evolution on transmission dynamics.	theimpactofhiv1withinhostevolutionontransmissiondynamics	True	0
					Convergent evolution and topologically disruptive polymorphisms among multidrug-resistant tuberculosis in Peru.	convergentevolutionandtopologicallydisruptivepolymorphismsamongmultidrugresistanttuberculosisinperu	True	0
					Within-host evolution of Enterococcus faecium during longitudinal carriage and transition to bloodstream infection	withinhostevolutionofenterococcusfaeciumduringlongitudinalcarriageandtransitiontobloodstreaminfection	True	0
					Human Intestinal Microbiota: Interaction Between Parasites and the Host Immune Response.	humanintestinalmicrobiotainteractionbetweenparasitesandthehostimmuneresponse	True	0
					Genome-wide evolutionary dynamics of influenza B viruses on a global scale.	genomewideevolutionarydynamicsofinfluenzabvirusesonaglobalscale	True	0
					DE-kupl: exhaustive capture of biological variation in RNA-seq data through k-mer decomposition.	dekuplexhaustivecaptureofbiologicalvariationinrnaseqdatathroughkmerdecomposition	True	0
					Range Expansion and the Origin of USA300 North American Epidemic Methicillin-Resistant &lt;i&gt;Staphylococcus aureus&lt;/i	rangeexpansionandtheoriginofusa300northamericanepidemicmethicillinresistantltigtstaphylococcusaureuslti	True	0
					Porcine commensal Escherichia coli: a reservoir for class 1 integrons associated with IS26.	porcinecommensalescherichiacoliareservoirforclass1integronsassociatedwithis26	True	0
					Translating genomics into practice for real-time surveillance and response to carbapenemase-producing Enterobacter	translatinggenomicsintopracticeforrealtimesurveillanceandresponsetocarbapenemaseproducingenterobacter	True	0
					"""Available upon request"": not good enough for microbiome data!"	availableuponrequestnotgoodenoughformicrobiomedata	True	0
					Analysis of theAedes albopictusC6/36 genome provides insight into cell line utility for viral propagation.	analysisoftheaedesalbopictusc636genomeprovidesinsightintocelllineutilityforviralpropagation	True	0
					The effect of RNA substitution models on viroid and RNA virus phylogenies.	theeffectofrnasubstitutionmodelsonviroidandrnavirusphylogenies	True	0
					Cryptic transmission of ST405 Escherichia coli carrying bla &lt;sub&gt;NDM-4&lt;/sub&gt; in hospital.	cryptictransmissionofst405escherichiacolicarryingblaltsubgtndm4ltsubgtinhospital	True	0
					Corrigendum: Shotgun metagenomics, from sampling to analysis.	corrigendumshotgunmetagenomicsfromslingtoanalysis	True	0
					Draft genome of tule elk &lt;i&gt;Cervus canadensis nannodes&lt;/i&gt;.	draftgenomeoftuleelkltigtcervuscanadensisnannodesltigt	True	0
					Weak Epistasis May Drive Adaptation in Recombining Bacteria.	weakepistasismaydriveadaptationinrecombiningbacteria	True	0
					Identifying pre-existing NS3 and NS5A resistance-associated variants and transmission chains in the Polish HIV/HCV	identifyingpreexistingns3andns5aresistanceassociatedvariantsandtransmissionchainsinthepolishhivhcv	True	0
					Comprehensive assessment of the quality of Salmonella whole genome sequence data available in public sequence data	comprehensiveassessmentofthequalityofsalmonellawholegenomesequencedataavailableinpublicsequencedata	True	0
					Antimicrobial resistant Klebsiella pneumoniae carriage and infection in specialized geriatric care wards linked to	antimicrobialresistantklebsiellapneumoniaecarriageandinfectioninspecializedgeriatriccarewardslinkedto	True	0
					Identifying Corneal Infections in Formalin-Fixed Specimens Using Next Generation Sequencing.	identifyingcornealinfectionsinformalinfixedspecimensusingnextgenerationsequencing	True	0
					Incorporating Whole-Genome Sequencing into Public Health Surveillance: Lessons from Prospective Sequencing of Salm	incorporatingwholegenomesequencingintopublichealthsurveillancelessonsfromprospectivesequencingofsalm	True	0
					Ongoing nationwide outbreak of &lt;i&gt;Salmonella&lt;/i&gt; Agona associated with internationally distributed infant milk pro	ongoingnationwideoutbreakofltigtsalmonellaltigtagonaassociatedwithinternationallydistributedinfantmilkpro	True	0
					Comparative transcriptomics of Aspergillus fumigatus strains upon exposure to human airway epithelial cells.	comparativetranscriptomicsofaspergillusfumigatusstrainsuponexposuretohumanairwayepithelialcells	True	0
					Evidence-based design and evaluation of a whole genome sequencing clinical report for the reference microbiology l	evidencebaseddesignandevaluationofawholegenomesequencingclinicalreportforthereferencemicrobiologyl	True	0
					Rapid HIV disease progression following superinfection in an HLA-B*27:05/B*57:01-positive transmission recipient.	rapidhivdiseaseprogressionfollowingsuperinfectioninanhlab2705b5701positivetransmissionrecipient	True	0
					Patterns of Local Community Composition Are Linked to Large-Scale Diversification and Dispersal of Clades.	patternsoflocalcommunitycompositionarelinkedtolargescalediversificationanddispersalofclades	True	0
					For when bacterial infections persist: Toll-like receptor-inducible direct antimicrobial pathways in macropha	forwhenbacterialinfectionspersisttolllikereceptorinducibledirectantimicrobialpathwaysinmacropha	True	0
					Cigarette smoking is associated with an altered vaginal tract metabolomic profile.	cigarettesmokingisassociatedwithanalteredvaginaltractmetabolomicprofile	True	0
					Subtype-specific selection for resistance to fluoroquinolones but not to tetracyclines occurs in &lt;i&gt;Campyloba	subtypespecificselectionforresistancetofluoroquinolonesbutnottotetracyclinesoccursinltigtcyloba	True	0
					Taxonomy of prokaryotic viruses: 2017 update from the ICTV Bacterial and Archaeal Viruses Subcommittee.	taxonomyofprokaryoticviruses2017updatefromtheictvbacterialandarchaealvirusessubcommittee	True	0
					Universal type/subtype-specific antibodies for quantitative analyses of neuraminidase in trivalent influenza 	universaltypesubtypespecificantibodiesforquantitativeanalysesofneuraminidaseintrivalentinfluenza	True	0
					Bacterial pathogenesis and interleukin-17: interconnecting mechanisms of immune regulation, host genetics, an	bacterialpathogenesisandinterleukin17interconnectingmechanismsofimmuneregulationhostgeneticsan	True	0
					Good Bug, Bad Bug: Breaking through Microbial Stereotypes.	goodbugbadbugbreakingthroughmicrobialstereotypes	True	0
					CD103&lt;sup&gt;+&lt;/sup&gt;CD11b&lt;sup&gt;+&lt;/sup&gt; mucosal classical dendritic cells initiate long-term switched antibody res	cd103ltsupgtltsupgtcd11bltsupgtltsupgtmucosalclassicaldendriticcellsinitiatelongtermswitchedantibodyres	True	0
					Proteomic Analysis of Methanonatronarchaeum thermophilum AMET1, a Representative of a Putative New Class of E	proteomicanalysisofmethanonatronarchaeumthermophilumamet1arepresentativeofaputativenewclassofe	True	0
					Vaginal microbiota composition and association with prevalent &lt;i&gt;Chlamydia trachomatis&lt;/i&gt; infection: a cross	vaginalmicrobiotacompositionandassociationwithprevalentltigtchlamydiatrachomatisltigtinfectionacross	True	0
					Phylogeny of &lt;i&gt;Vibrio vulnificus&lt;/i&gt; from the Analysis of the Core-Genome: Implications for Intra-Species Ta	phylogenyofltigtvibriovulnificusltigtfromtheanalysisofthecoregenomeimplicationsforintraspeciesta	True	0
					MERS-CoV spillover at the camel-human interface.	merscovspilloveratthecamelhumaninterface	True	0
					Increased diversity of peptidic natural products revealed by modification-tolerant database search of mass sp	increaseddiversityofpeptidicnaturalproductsrevealedbymodificationtolerantdatabasesearchofmasssp	True	0
					Molecular epidemiology reveals the role of war in the spread of HIV in Ukraine.	molecularepidemiologyrevealstheroleofwarinthespreadofhivinukraine	True	0
					Postmenopausal breast cancer and oestrogen associations with the IgA-coated and IgA-noncoated faecal microbio	postmenopausalbreastcancerandoestrogenassociationswiththeigacoatedandiganoncoatedfaecalmicrobio	True	0
					Monitoring single-cell gene regulation under dynamically controllable conditions with integrated microfluidic	monitoringsinglecellgeneregulationunderdynamicallycontrollableconditionswithintegratedmicrofluidic	True	0
					Associations between sexual habits, menstrual hygiene practices, demographics and the vaginal microbiome as r	associationsbetweensexualhabitsmenstrualhygienepracticesdemographicsandthevaginalmicrobiomeasr	True	0
					The cost-effectiveness of alternative vaccination strategies for polyvalent meningococcal vaccines in Burkina	thecosteffectivenessofalternativevaccinationstrategiesforpolyvalentmeningococcalvaccinesinburkina	True	0
					GIGGLE: a search engine for large-scale integrated genome analysis.	giggleasearchengineforlargescaleintegratedgenomeanalysis	True	0
					Genome-wide analysis of multi- and extensively drug-resistant Mycobacterium tuberculosis.	genomewideanalysisofmultiandextensivelydrugresistantmycobacteriumtuberculosis	True	0
					Description of Klebsiella grimontii sp. nov.	descriptionofklebsiellagrimontiispnov	True	0
					Measurements of the production cross section of a [Formula: see text] boson in association with jets in &lt;i&gt;pp&lt;/i&gt; 	measurementsoftheproductioncrosssectionofaformulaseetextbosoninassociationwithjetsinltigtppltigt	True	0
					Measurement of multi-particle azimuthal correlations in pp, p+Pb and low-multiplicity Pb+Pb collisions with the AT	measurementofmultiparticleazimuthalcorrelationsinppppbandlowmultiplicitypbpbcollisionswiththeat	True	0
					Early transmissible ampicillin resistance in zoonotic Salmonella enterica serotype Typhimurium in the late 1950s: 	earlytransmissibleicillinresistanceinzoonoticsalmonellaentericaserotypetyphimuriuminthelate1950s	True	0
					Estimating the number of fractions by tumour site for European countries in 2012 and 2025: An ESTRO-HERO analysis.	estimatingthenumberoffractionsbytumoursiteforeuropeancountriesin2012and2025anestroheroanalysis	True	0
					Correction: Dynamics and impact of homologous recombination on the evolution of Legionella pneumophila.	correctiondynamicsandimpactofhomologousrecombinationontheevolutionoflegionellapneumophila	True	0
					Comparison of phenotypic and WGS-derived antimicrobial resistance profiles of Salmonella enterica serovars Typhi a	comparisonofphenotypicandwgsderivedantimicrobialresistanceprofilesofsalmonellaentericaserovarstyphia	True	0
					The generation of a simian adenoviral vectored HCV vaccine encoding genetically conserved gene segments to target 	thegenerationofasimianadenoviralvectoredhcvvaccineencodinggeneticallyconservedgenesegmentstotarget	True	0
					Inevitability of the emergence and persistence of genetic parasites caused by evolutionary instability of parasite	inevitabilityoftheemergenceandpersistenceofgeneticparasitescausedbyevolutionaryinstabilityofparasite	True	0
					The OxyR-regulated phnW gene encoding 2-aminoethylphosphonate:pyruvate aminotransferase helps protect Pseudomonas 	theoxyrregulatedphnwgeneencoding2aminoethylphosphonatepyruvateaminotransferasehelpsprotectpseudomonas	True	0
					Proposed Role for KaiC-Like ATPases as Major Signal Transduction Hubs in Archaea.	proposedroleforkaiclikeatpasesasmajorsignaltransductionhubsinarchaea	True	0
					Transformation asymmetry and the evolution of the bacterial accessory genome.	transformationasymmetryandtheevolutionofthebacterialaccessorygenome	True	0
					Effective online Bayesian phylogenetics via sequential Monte Carlo with guided proposals.	effectiveonlinebayesianphylogeneticsviasequentialmontecarlowithguidedproposals	True	0
					Genome sequence of the progenitor of the wheat D genome Aegilops tauschii.	genomesequenceoftheprogenitorofthewheatdgenomeaegilopstauschii	True	0
					Lorenzo-Redondo et al. reply.	lorenzoredondoetalreply	True	0
					Mixed-strain mycobacterium tuberculosis infections and the implications for tuberculosis treatment and control.	mixedstrainmycobacteriumtuberculosisinfectionsandtheimplicationsfortuberculosistreatmentandcontrol	True	0
					A kinase cascade leading to Rab11-FIP5 controls transcytosis of the polymeric immunoglobulin receptor.	akinasecascadeleadingtorab11fip5controlstranscytosisofthepolymericimmunoglobulinreceptor	True	0
					Role of membrane traffic in the generation of epithelial cell asymmetry.	roleofmembranetrafficinthegenerationofepithelialcellasymmetry	True	0
					The ion channel ASIC1 contributes to visceral but not cutaneous mechanoreceptor function.	theionchannelasic1contributestovisceralbutnotcutaneousmechanoreceptorfunction	True	0
					Cardiac valvular calcification as a marker of atherosclerosis and arterial calcification in end-stage renal diseas	cardiacvalvularcalcificationasamarkerofatherosclerosisandarterialcalcificationinendstagerenaldiseas	True	0
					Sensory and motor innervation of the crural diaphragm by the vagus nerves.	sensoryandmotorinnervationofthecruraldiaphragmbythevagusnerves	True	0
					A Primer on Infectious Disease Bacterial Genomics.	aprimeroninfectiousdiseasebacterialgenomics	True	0
					Presence of Human Hepegivirus-1 in a Cohort of People Who Inject Drugs.	presenceofhumanhepegivirus1inacohortofpeoplewhoinjectdrugs	True	0
					The changing face of the molecular evolutionary clock.	thechangingfaceofthemolecularevolutionaryclock	True	0
					A microbiological revolution meets an ancient disease: improving the management of tuberculosis with genomics.	amicrobiologicalrevolutionmeetsanancientdiseaseimprovingthemanagementoftuberculosiswithgenomics	True	0
					The future of mucosal immunology: studying an integrated system-wide organ.	thefutureofmucosalimmunologystudyinganintegratedsystemwideorgan	True	0
					Elimination of host cell PtdIns(4,5)P(2) by bacterial SigD promotes membrane fission during invasion by Salmonella	eliminationofhostcellptdins45p2bybacterialsigdpromotesmembranefissionduringinvasionbysalmonella	True	0
					Comparative whole genome analysis of three consecutive Salmonella diarizonae isolates.	comparativewholegenomeanalysisofthreeconsecutivesalmonelladiarizonaeisolates	True	0
					Defensins keep the peace too.	defensinskeepthepeacetoo	True	0
					Enteropathogenic E. coli Tir binds Nck to initiate actin pedestal formation in host cells.	enteropathogenicecolitirbindsncktoinitiateactinpedestalformationinhostcells	True	0
					Shigella rewrites host transcriptional responses.	shigellarewriteshosttranscriptionalresponses	True	0
					Synaptotagmin-like proteins control the formation of a single apical membrane domain in epithelial cells.	synaptotagminlikeproteinscontroltheformationofasingleapicalmembranedomaininepithelialcells	True	0
					The clinical and microbiological characteristics of enteric fever in Cambodia, 2008-2015.	theclinicalandmicrobiologicalcharacteristicsofentericfeverincambodia20082015	True	0
					Genome sequencing of mouse induced pluripotent stem cells reveals retroelement stability and infrequent DNA rearra	genomesequencingofmouseinducedpluripotentstemcellsrevealsretroelementstabilityandinfrequentdnarearra	True	0
					Spread of Chikungunya Virus East/Central/South African Genotype in Northeast Brazil.	spreadofchikungunyaviruseastcentralsouthafricangenotypeinnortheastbrazil	True	0
					Mechanisms of single-walled carbon nanotube nucleation, growth, and healing determined using QM/MD methods.	mechanismsofsinglewalledcarbonnanotubenucleationgrowthandhealingdeterminedusingqmmdmethods	True	0
					The CRISPR Spacer Space Is Dominated by Sequences from Species-Specific Mobilomes.	thecrisprspacerspaceisdominatedbysequencesfromspeciesspecificmobilomes	True	0
					Worming Their Way into the Picture: Microbiota Help Helminths Modulate Host Immunity.	wormingtheirwayintothepicturemicrobiotahelphelminthsmodulatehostimmunity	True	0
					Jet reconstruction and performance using particle flow with the ATLAS Detector.	jetreconstructionandperformanceusingparticleflowwiththeatlasdetector	True	0
					Fiducial, total and differential cross-section measurements of &lt;i&gt;t&lt;/i&gt;-channel single top-quark production in &lt;i&gt;	fiducialtotalanddifferentialcrosssectionmeasurementsofltigttltigtchannelsingletopquarkproductioninltigt	True	0
					Reconstruction of primary vertices at the ATLAS experiment in Run 1 proton-proton collisions at the LHC.	reconstructionofprimaryverticesattheatlasexperimentinrun1protonprotoncollisionsatthelhc	True	0
					Measurements of electroweak [Formula: see text] production and constraints on anomalous gauge couplings with the A	measurementsofelectroweakformulaseetextproductionandconstraintsonanomalousgaugecouplingswiththea	True	0
					Topological cell clustering in the ATLAS calorimeters and its performance in LHC Run 1.	topologicalcellclusteringintheatlascalorimetersanditsperformanceinlhcrun1	True	0
					Performance of the ATLAS trigger system in 2015.	performanceoftheatlastriggersystemin2015	True	0
					Meningococcal genomics: two steps forward, one step back.	meningococcalgenomicstwostepsforwardonestepback	True	0
					The use of genome annotation data and its impact on biological conclusions.	theuseofgenomeannotationdataanditsimpactonbiologicalconclusions	True	0
					Evaluation of ddRADseq for reduced representation metagenome sequencing.	evaluationofddradseqforreducedrepresentationmetagenomesequencing	True	0
					Human and microbe: united we stand.	humanandmicrobeunitedwestand	True	0
					The maintenance of strain structure in populations of recombining infectious agents.	themaintenanceofstrainstructureinpopulationsofrecombininginfectiousagents	True	0
					Discovery of Oligonucleotide Signaling Mediated by CRISPR-Associated Polymerases Solves Two Puzzles but Leaves an 	discoveryofoligonucleotidesignalingmediatedbycrisprassociatedpolymerasessolvestwopuzzlesbutleavesan	True	0
					The compound (3-{5-[(2,5-dimethoxyphenyl)amino]-1,3,4-thiadiazolidin-2-yl}-5,8-methoxy-2H-chromen-2-one) inhibits 	thecompound3525dimethoxyphenylamino134thiadiazolidin2yl58methoxy2hchromen2oneinhibits	True	0
					Assessing the Ability of Salmonella enterica to Translocate Type III Effectors into Plant Cells.	assessingtheabilityofsalmonellaentericatotranslocatetypeiiieffectorsintoplantcells	True	0
					Infections: Feeding the microbial multitudes: co-infection in a malnourished host.	infectionsfeedingthemicrobialmultitudescoinfectioninamalnourishedhost	True	0
					The evolutionary history of Stomatopoda (Crustacea: Malacostraca) inferred from molecular data.	theevolutionaryhistoryofstomatopodacrustaceamalacostracainferredfrommoleculardata	True	0
					&lt;i&gt;Lactobacillus iners&lt;/i&gt;-dominated vaginal microbiota is associated with increased susceptibility to &lt;i&gt;Chlamydi	ltigtlactobacillusinersltigtdominatedvaginalmicrobiotaisassociatedwithincreasedsusceptibilitytoltigtchlamydi	True	0
					The micro-evolution and epidemiology of Staphylococcus aureus colonization during atopic eczema disease flare.	themicroevolutionandepidemiologyofstaphylococcusaureuscolonizationduringatopiceczemadiseaseflare	True	0
					Structural modification of LPS in colistin-resistant, KPC-producing Klebsiella pneumoniae.	structuralmodificationoflpsincolistinresistantkpcproducingklebsiellapneumoniae	True	0
					Clinical Relevance of Gastrointestinal Microbiota During Pregnancy: A Primer for Nurses.	clinicalrelevanceofgastrointestinalmicrobiotaduringpregnancyaprimerfornurses	True	0
					PhyloGeoTool: interactively exploring large phylogenies in an epidemiological context.	phylogeotoolinteractivelyexploringlargephylogeniesinanepidemiologicalcontext	True	0
					First Draft Genome Sequence of the Pathogenic Fungus &lt;i&gt;Lomentospora prolificans&lt;/i&gt; (Formerly &lt;i&gt;Scedosporium pro	firstdraftgenomesequenceofthepathogenicfungusltigtlomentosporaprolificansltigtformerlyltigtscedosporiumpro	True	0
					Selection on start codons in prokaryotes and potential compensatory nucleotide substitutions.	selectiononstartcodonsinprokaryotesandpotentialcompensatorynucleotidesubstitutions	True	0
